Seg1_Feat5,Seg1_Feat27,Seg1_Feat22,Categoria
-1.4950293890970083,-1.2029407598075403,-0.6764501636829082,Papa
-1.4432796346411456,-1.1040675143613694,-0.8038339950785286,Papa
-1.246260104726923,-1.233792900593943,-0.3650674647158358,Papa
-0.7350278039785251,-0.13062377074672107,-1.3841381158808002,Papa
-0.8747554644008795,-0.24994039679069266,-1.440753152056632,Papa
-0.4615216570588532,0.0785503090865008,-1.5539832244082945,Papa
-0.5373642640972119,0.012868335721712445,-1.334599959226948,Papa
-0.8758110165336198,-0.5526314964892866,-1.7167514534138097,Papa
-1.4363696926041687,-0.8818044982756108,-0.9029103083862335,Papa
-0.7656883350722599,-0.4698511630054932,-1.6530595377159993,Papa
-1.0745547783330538,-0.446639870247601,-1.313369320661011,Papa
0.4042615904875598,0.9148879963632717,-1.5185988267983999,Papa
-2.091101794074523,-1.343832027230463,-0.8038339950785286,Papa
-2.0439083676220116,-1.456245632246705,-0.9524484650400861,Papa
-1.7254815706687754,-1.1511736272037776,-0.697680802248845,Papa
-1.888056457371139,-1.1624863671630146,-0.8533721517323812,Papa
-1.4128173283197774,-0.6702313600214652,-1.2496774049632007,Papa
-0.8606648466645216,-1.4159959154112998,1.1706153915535902,Papa
-0.9245216660603546,-0.6214516636015275,-1.6459826581940202,Papa
-1.1717657753187283,-0.7522121964091893,-1.5752138629742312,Papa
-1.1711662135465812,-0.6456084180662021,-1.759212730545683,Papa
-0.3731287173634312,-0.009723204020005234,-0.9524484650400861,Papa
-0.25605198601799123,-0.022327521295353286,-1.136447332611538,Papa
-0.5668954203887238,-0.13218549397514126,-1.7167514534138097,Papa
-1.1222988399308147,-0.46622746576966456,-1.6955208148478729,Papa
-1.1126285611765232,-0.9379221530569236,-1.490291308710484,Papa
-1.0701493733702903,-0.7007611315299694,-0.867525910776339,Papa
-0.9735446621553159,-0.7481396748295159,-1.2638311640071584,Papa
-1.0424261049586465,-0.564203145479245,-1.3204462001829902,Papa
0.04590140076722404,-0.08692394268444759,-0.4429131394576039,Zanahoria
-0.21001668326061737,-0.5335641437573115,0.25769793321830964,Zanahoria
0.0949886139459585,-0.6695297123007755,1.2979992229492108,Zanahoria
0.20765311549690244,-0.7312832281235255,1.0786159577678642,Zanahoria
-0.14475872682310095,-0.6851602591953195,0.7530794997568339,Zanahoria
-0.23095132240415445,-0.9271155435018088,1.0927697168118224,Zanahoria
0.2688234699889336,0.06865765937662667,0.6115419093172556,Zanahoria
0.03175186985698033,-1.9676980690999948,0.9512321263722436,Zanahoria
0.08437954984500094,-0.2692701320650532,0.15862161991060447,Zanahoria
-0.4228517428701978,-1.9375648921223163,1.3758448976909792,Zanahoria
0.20234800610720682,0.3652298783041216,0.7530794997568339,Zanahoria
-0.3135622779363653,-0.41587490292192664,0.04539154755894183,Zanahoria
-0.24688368510979525,-0.46744213745646707,-0.49245129611145616,Zanahoria
-0.1370635083195849,-0.3135836674570716,0.6681569454930867,Zanahoria
-0.14043583497220985,-0.1278120137637999,0.90877084924037,Zanahoria
-0.6841954474689104,-0.6126857865972426,1.24138418677338,Zanahoria
-0.32442900016626514,-0.5827552651923302,1.1281541144217166,Zanahoria
-0.3751409449138445,-0.2984494035451038,2.1118403679767868,Zanahoria
-0.5540644638511516,-2.0281808042344656,1.0503084396799487,Zanahoria
-0.7069160179432772,-1.7107736468373496,1.5456900062184729,Zanahoria
-0.32879052538979553,-0.7880056381275207,0.7601563792788132,Zanahoria
0.5289596737953782,-0.2801815019005453,0.7955407768887074,Zanahoria
-0.2664161510972729,-0.7858784395622316,0.22231353560841483,Zanahoria
0.6980329102321398,-0.11452832222357082,0.852155813064539,Zanahoria
-0.16650584101088112,-1.9364350564383959,1.6730738376140937,Zanahoria
0.20046022348346626,-0.09899146126535287,-0.17399171762240473,Zanahoria
-0.06516389369340614,-0.4417095442634608,0.3143129693941407,Zanahoria
-0.043335597400007586,-0.36424529264773353,0.4275430417458033,Zanahoria
0.3949784634371185,0.3019698830387595,-0.8250646336444654,Zanahoria
0.3841871630109016,-0.1007920987474925,-0.060761645270742085,Zanahoria
0.08112213441547744,-0.04033902940444476,-0.039531006704805305,Zanahoria
